iter	Passed	Remaining
490	70170	72743
491	70327	72614
492	70477	72478
493	70622	72337
494	70765	72195
495	70949	72093
496	71117	71975
497	71270	71842
498	71429	71715
499	71580	71580
500	71737	71451
501	71893	71320
502	72042	71183
503	72186	71040
504	72340	70908
505	72490	70771
506	72636	70630
507	72784	70491
508	72929	70350
509	73070	70205
510	73214	70062
511	73356	69917
512	73497	69772
513	73634	69623
514	73782	69484
515	73926	69341
516	74072	69200
517	74215	69057
518	74363	68918
519	74501	68771
520	74648	68630
521	74785	68481
522	74934	68343
523	75081	68204
524	75233	68068
525	75383	67931
526	75531	67792
527	75680	67653
528	75830	67515
529	75969	67369
530	76115	67227
531	76251	67078
532	76392	66932
533	76533	66787
534	76684	66650
535	76832	66511
536	76975	66367
537	77116	66222
538	77256	66076
539	77398	65932
540	77540	65787
541	77678	65639
542	77824	65498
543	77966	65353
544	78101	65204
545	78244	65060
546	78384	64914
547	78527	64771
548	78671	64627
549	78808	64480
550	78951	64335
551	79094	64192
552	79236	64048
553	79379	63904
554	79518	63758
555	79658	63611
556	79800	63468
557	79943	63324
558	80084	63179
559	80226	63034
560	80366	62889
561	80510	62746
562	80649	62600
563	80792	62456
564	80936	62314
565	81077	62168
566	81216	62022
567	81357	61877
568	81499	61733
569	81640	61588
570	81782	61444
571	81926	61301
572	82070	61158
573	82209	61012
574	82347	60865
575	82485	60718
576	82627	60574
577	82767	60429
578	82908	60284
579	83051	60140
580	83193	59996
581	83333	59851
582	83478	59709
583	83620	59565
584	83759	59419
585	83901	59274
586	84044	59131
587	84185	58987
588	84325	58841
589	84471	58700
590	84611	58554
591	84750	58408
592	84893	58265
593	85036	58122
594	85184	57982
595	85329	57840
596	85466	57693
597	85610	57550
598	85755	57408
599	85898	57265
600	86044	57124
601	86193	56985
602	86333	56840
603	86479	56698
604	86623	56555
605	86761	56409
606	86902	56264
607	87047	56122
608	87190	55979
609	87329	55833
610	87471	55689
611	87610	55543
612	87751	55399
613	87897	55258
614	88039	55114
615	88183	54971
616	88328	54829
617	88471	54686
618	88617	54544
619	88756	54399
620	88898	54255
621	89041	54112
622	89179	53966
623	89318	53820
624	89461	53676
625	89600	53531
626	89738	53385
627	89879	53240
628	90022	53097
629	90181	52963
630	90323	52820
631	90464	52675
632	90603	52530
633	90743	52385
634	90885	52241
635	91028	52097
636	91168	51953
637	91311	51810
638	91452	51665
639	91586	51517
640	91725	51371
641	91864	51226
642	92009	51084
643	92148	50939
644	92294	50797
645	92437	50654
646	92576	50509
647	92717	50365
648	92857	50220
649	92998	50076
650	93147	49936
651	93290	49792
652	93434	49650
653	93580	49508
654	93718	49363
655	93861	49220
656	94006	49078
657	94149	48934
658	94294	48792
659	94435	48648
660	94575	48504
661	94712	48357
662	94850	48212
663	94997	48071
664	95137	47926
665	95283	47784
666	95422	47639
667	95560	47494
668	95697	47348
669	95838	47204
670	95982	47061
671	96127	46919
672	96270	46776
673	96408	46630
674	96548	46486
675	96687	46341
676	96832	46199
677	96973	46055
678	97111	45909
679	97257	45768
680	97401	45625
681	97540	45480
682	97679	45335
683	97816	45190
684	97954	45044
685	98107	44906
686	98247	44762
687	98390	44618
688	98529	44473
689	98668	44329
690	98818	44189
691	98962	44046
692	99104	43903
693	99242	43758
694	99386	43615
695	99523	43470
696	99663	43325
697	99805	43182
698	99951	43040
699	100107	42903
700	100250	42760
701	100395	42617
702	100541	42476
703	100681	42331
704	100823	42188
705	100963	42044
706	101106	41901
707	101249	41758
708	101392	41615
709	101531	41470
710	101673	41327
711	101812	41182
712	101956	41039
713	102109	40901
714	102244	40754
715	102382	40609
716	102523	40466
717	102667	40323
718	102808	40179
719	102946	40034
720	103087	39890
721	103228	39747
722	103371	39604
723	103510	39459
724	103654	39317
725	103794	39173
726	103935	39029
727	104077	38885
728	104218	38742
729	104358	38598
730	104499	38454
731	104636	38309
732	104774	38164
733	104918	38022
734	105057	37877
735	105199	37734
736	105342	37591
737	105481	37447
738	105621	37303
739	105763	37160
740	105902	37015
741	106040	36871
742	106182	36728
743	106325	36585
744	106463	36440
745	106606	36297
746	106754	36156
747	106898	36014
748	107038	35869
749	107179	35726
750	107318	35582
751	107462	35439
752	107600	35295
753	107741	35151
754	107880	35007
755	108027	34866
756	108168	34722
757	108312	34580
758	108453	34436
759	108594	34292
760	108734	34149
761	108877	34006
762	109014	33861
763	109156	33718
764	109294	33574
765	109431	33429
766	109575	33286
767	109717	33143
768	109859	33000
769	110000	32857
770	110144	32714
771	110284	32571
772	110422	32426
773	110568	32284
774	110709	32141
775	110851	31998
776	110997	31856
777	111138	31712
778	111279	31569
779	111420	31426
780	111555	31281
781	111694	31137
782	111838	30994
783	111980	30851
784	112119	30707
785	112262	30565
786	112401	30421
787	112541	30277
788	112681	30134
789	112820	29990
790	112962	29847
791	113108	29705
792	113245	29560
793	113384	29417
794	113526	29274
795	113666	29130
796	113806	28986
797	113945	28843
798	114083	28699
799	114222	28555
800	114359	28411
801	114510	28270
802	114653	28127
803	114793	27984
804	114935	27841
805	115078	27698
806	115225	27557
807	115366	27413
808	115522	27274
809	115662	27130
810	115801	26987
811	115943	26844
812	116098	26703
813	116237	26560
814	116372	26415
815	116512	26272
816	116653	26129
817	116792	25985
818	116933	25842
819	117069	25698
820	117205	25553
821	117349	25411
822	117488	25267
823	117627	25124
824	117773	24982
825	117912	24838
826	118055	24696
827	118201	24553
828	118340	24410
829	118487	24268
830	118638	24127
831	118777	23983
832	118924	23841
833	119066	23699
834	119205	23555
835	119345	23412
836	119488	23269
837	119634	23127
838	119777	22984
839	119916	22841
840	120055	22697
841	120200	22555
842	120338	22411
843	120478	22268
844	120615	22124
845	120759	21982
846	120897	21838
847	121037	21695
848	121176	21552
849	121318	21409
850	121461	21266
851	121599	21122
852	121737	20979
853	121876	20836
854	122016	20692
855	122169	20551
856	122323	20410
857	122464	20267
858	122605	20125
859	122745	19981
860	122883	19838
861	123019	19694
862	123167	19552
863	123309	19409
864	123451	19266
865	123593	19124
866	123732	18980
867	123870	18837
868	124015	18695
869	124165	18553
870	124303	18410
871	124443	18266
872	124584	18123
873	124727	17981
874	124866	17838
875	125005	17694
876	125148	17552
877	125290	17409
878	125430	17266
879	125568	17122
880	125712	16980
881	125853	16837
882	125999	16695
883	126139	16552
884	126280	16409
885	126423	16266
886	126568	16124
887	126711	15981
888	126851	15838
889	126991	15695
890	127130	15552
891	127271	15409
892	127415	15267
893	127557	15124
894	127694	14980
895	127839	14838
896	127977	14695
897	128116	14552
898	128262	14409
899	128400	14266
900	128545	14124
901	128690	13981
902	128833	13839
903	128979	13696
904	129120	13554
905	129259	13411
906	129397	13267
907	129542	13125
908	129687	12983
909	129824	12839
910	129969	12697
911	130110	12554
912	130251	12411
913	130393	12268
914	130531	12125
915	130670	11982
916	130812	11840
917	130953	11697
918	131091	11554
919	131235	11411
920	131377	11269
921	131521	11126
922	131668	10984
923	131806	10841
924	131949	10698
925	132093	10556
926	132235	10413
927	132376	10270
928	132521	10128
929	132663	9985
930	132805	9842
931	132947	9700
932	133091	9557
933	133228	9414
934	133370	9271
935	133509	9128
936	133648	8985
937	133794	8843
938	133932	8700
939	134068	8557
940	134210	8414
941	134356	8272
942	134493	8129
943	134636	7986
944	134777	7844
945	134921	7701
946	135060	7558
947	135203	7416
948	135345	7273
949	135487	7130
950	135628	6988
951	135765	6845
952	135901	6702
953	136042	6559
954	136190	6417
955	136329	6274
956	136472	6131
957	136620	5989
958	136757	5846
959	136904	5704
960	137042	5561
961	137180	5418
962	137323	5276
963	137474	5133
964	137618	4991
965	137771	4849
966	137914	4706
967	138054	4563
968	138195	4421
969	138333	4278
970	138476	4135
971	138620	3993
972	138760	3850
973	138902	3707
974	139045	3565
975	139199	3422
976	139339	3280
977	139480	3137
978	139617	2994
979	139757	2852
980	139893	2709
981	140035	2566
982	140180	2424
983	140360	2282
984	140508	2139
985	140648	1997
986	140789	1854
987	140929	1711
988	141073	1569
989	141215	1426
990	141356	1283
991	141501	1141
992	141642	998
993	141783	855
994	141927	713
995	142079	570
996	142222	427
997	142368	285
998	142507	142
999	142645	0
