iter	MultiClass
148	0.9097501559
149	0.9090955304
150	0.9086373599
151	0.9079587298
152	0.9074628446
153	0.9068375038
154	0.9062473103
155	0.9057101347
156	0.9050657418
157	0.9045121618
158	0.9039812457
159	0.9034481731
160	0.9030667566
161	0.9023072893
162	0.9016728085
163	0.901092786
164	0.9005579126
165	0.900100753
166	0.899740171
167	0.8991970477
168	0.89867889
169	0.8981608608
170	0.8975710484
171	0.8970074059
172	0.8966686267
173	0.8961035342
174	0.8956528066
175	0.895184327
176	0.89465435
177	0.8940416879
178	0.893620418
179	0.8930838107
180	0.8925394772
181	0.8920551925
182	0.8915299065
183	0.8909568665
184	0.8905138531
185	0.8900270124
186	0.8895526339
187	0.8889927317
188	0.8883583957
189	0.8879770834
190	0.8875048134
191	0.8869061862
192	0.8864085634
193	0.8858021636
194	0.8853605314
195	0.8849111936
196	0.8843142416
197	0.8839230327
198	0.883259355
199	0.8828925582
200	0.8825479128
201	0.8820931931
202	0.8815086862
203	0.8811147079
204	0.8806545108
205	0.8803029335
206	0.8797261721
207	0.8793125317
208	0.8788597972
209	0.87834215
210	0.8779504725
211	0.8775725459
212	0.8771026217
213	0.8767035665
214	0.8762008035
215	0.8758622245
216	0.8754225108
217	0.8748270967
218	0.8741697404
219	0.8738098796
220	0.8733270274
221	0.8728919989
222	0.8726090155
223	0.8721811505
224	0.8716824981
225	0.8713408482
226	0.8708890905
227	0.870581323
228	0.8701827464
229	0.8698471763
230	0.8694288751
231	0.869018744
232	0.8686957415
233	0.8682793638
234	0.867920971
235	0.8673888746
236	0.8669106528
237	0.8663474367
238	0.8659731952
239	0.8655251731
240	0.8650899278
241	0.8648450198
242	0.8644721429
243	0.8639854718
244	0.8635616478
245	0.8631234602
246	0.8627363028
247	0.8623482767
248	0.8619926752
249	0.8616411922
250	0.861280135
251	0.8608794146
252	0.8604700979
253	0.8599824068
254	0.8594708869
255	0.8590127466
256	0.8586743326
257	0.8582617126
258	0.8578640327
259	0.8573261955
260	0.8568411839
261	0.8564016222
262	0.855935522
263	0.8554342649
264	0.855017379
265	0.8545265955
266	0.8542010318
267	0.8538649204
268	0.8534618312
269	0.853097123
270	0.8527065616
271	0.8523734746
272	0.8520289132
273	0.851587047
274	0.8512833811
275	0.8508437364
276	0.8505499057
277	0.8503010304
278	0.84987868
279	0.849394581
280	0.8490163287
281	0.8485160316
282	0.8481685778
283	0.8478966127
284	0.8475195601
285	0.8471414635
286	0.8467629362
287	0.8463135111
288	0.8459254396
289	0.8454027083
290	0.8450946665
291	0.8446031684
292	0.8442254106
293	0.843797837
294	0.8433367826
295	0.842974425
296	0.8425210852
297	0.8421538977
298	0.8417668368
299	0.841336901
300	0.8409455961
301	0.8405378522
302	0.8399585607
303	0.8396947195
304	0.8392154992
305	0.8387870397
306	0.8383869382
307	0.8379688267
308	0.8375472265
309	0.8372097795
310	0.8368306059
311	0.8363487753
312	0.8359135493
313	0.8355599004
314	0.8352338497
315	0.8347653329
316	0.8341664179
317	0.833678624
318	0.8332708737
319	0.8327985943
320	0.832378798
321	0.8319986888
322	0.831575714
323	0.8311261266
324	0.8306328684
325	0.8302348246
326	0.8297776917
327	0.8293818313
328	0.8290698877
329	0.8286382037
330	0.8282526448
331	0.8278192324
332	0.8273736957
333	0.8269547804
334	0.8264792345
335	0.8262244091
336	0.8258027627
337	0.8254969007
338	0.8251470683
339	0.824722236
340	0.8244131474
341	0.824028783
342	0.8237316394
343	0.8234804817
344	0.8229709027
345	0.8226310838
346	0.8221971937
347	0.8218710748
348	0.8215119039
349	0.821094353
350	0.8207136965
351	0.8203976278
352	0.820101038
353	0.8197616535
354	0.819370875
355	0.8189299306
356	0.8185346002
357	0.818281977
358	0.8178543824
359	0.8175427734
360	0.8170968645
361	0.8165759397
362	0.8161530902
363	0.8158000923
364	0.8152972059
365	0.8148878592
366	0.8145553566
367	0.8141544119
368	0.8138031686
369	0.8132937176
370	0.8127821332
371	0.8124835576
372	0.8121963417
373	0.8118073281
374	0.8114493716
375	0.8110026704
376	0.810543034
377	0.8101879417
378	0.8098081584
379	0.8094818443
380	0.8089991135
381	0.8086298019
382	0.8082608505
383	0.8078262839
384	0.8075499857
385	0.8071099294
386	0.8067056934
387	0.8063297978
388	0.8060406464
389	0.8055747618
390	0.8052315941
391	0.8046568101
392	0.8043272729
393	0.8039305983
394	0.8035009299
395	0.80324897
396	0.802794353
397	0.8024217189
398	0.8020576846
399	0.8017524065
400	0.8014099798
401	0.801109361
402	0.8007471269
403	0.8002332601
404	0.7999047025
405	0.7995393311
406	0.7990574224
407	0.7987070057
408	0.798385313
409	0.7979330741
410	0.7974361431
411	0.797117349
412	0.79667137
413	0.7962820854
414	0.7958756302
415	0.7954775402
416	0.7950875397
417	0.7947773874
418	0.7944110041
419	0.7941012393
420	0.793794085
421	0.7934826646
422	0.7931834333
423	0.7928483482
424	0.7925026325
425	0.7921384866
426	0.7917849995
427	0.7915655392
428	0.7912825699
429	0.7909658952
430	0.7905686756
431	0.7902915778
432	0.7899447756
433	0.7896796369
434	0.7892973182
435	0.788993986
436	0.7885368797
437	0.7882258432
438	0.7879355571
439	0.7876463408
440	0.7873110432
441	0.7868374487
442	0.7865855327
443	0.7863427294
444	0.7860464477
445	0.7857090456
446	0.7853830773
447	0.7850964725
448	0.7848578881
449	0.7844069409
450	0.7841846057
451	0.7839237767
452	0.7834927274
453	0.7831238129
454	0.7827680736
455	0.7823759515
456	0.7820700458
457	0.781778506
458	0.781518646
459	0.7811142747
460	0.7807818058
461	0.7804632791
462	0.7801599446
463	0.7799480935
464	0.7795075951
465	0.7792310821
466	0.7790109776
467	0.7787718927
468	0.7784205968
469	0.7781680813
470	0.7779055957
471	0.7776239492
472	0.7773023129
473	0.7769915479
474	0.7767625023
475	0.7765031612
476	0.776083885
477	0.7758528679
478	0.7755768353
479	0.7753718151
480	0.775120013
481	0.7747556258
482	0.7743860299
483	0.7741074666
484	0.7738267148
485	0.7735792903
486	0.7732390429
487	0.77299867
488	0.7728037461
489	0.7724867534
490	0.7720772829
491	0.7718563375
492	0.7714928051
493	0.771256859
494	0.7708625462
495	0.7704897103
496	0.7701347027
497	0.7699364622
498	0.7696500625
499	0.7693715044
500	0.769055235
501	0.7688123947
502	0.768598743
503	0.7684141967
504	0.7681271319
505	0.7678763315
506	0.7675592731
507	0.7673279943
508	0.7668757357
509	0.7664841404
510	0.766216284
511	0.7659515825
512	0.7655103532
513	0.7652581113
514	0.7649853595
515	0.7647021048
516	0.7644906419
517	0.7642980147
518	0.7640742708
519	0.7638538277
520	0.7636268371
521	0.7634118667
522	0.7631802024
523	0.7628924644
524	0.7625804591
525	0.7623605305
526	0.7620481655
527	0.7617946524
528	0.7615848621
529	0.7613111365
530	0.7609707292
531	0.7607450972
532	0.7605498701
533	0.7603309851
534	0.7600569003
535	0.7597940296
536	0.7595702105
537	0.7593593777
538	0.7591467808
539	0.7588774524
540	0.7585248254
541	0.7583199716
542	0.7580766227
543	0.7578282324
544	0.7575531085
545	0.7572393647
546	0.7570125961
547	0.7567843887
548	0.7565543325
549	0.7562929734
550	0.7560320667
551	0.7558551316
552	0.7554888117
553	0.7553023141
554	0.7550439367
555	0.7547705079
556	0.7545784545
557	0.7543765888
558	0.7542396344
559	0.7540428374
560	0.7538490743
561	0.7536648886
562	0.7533739852
563	0.7531475639
564	0.7529190409
565	0.7527111174
566	0.7525436842
567	0.7522607566
568	0.7519728723
569	0.7518000226
570	0.7516023702
571	0.7514230532
572	0.7510553892
573	0.7506778498
574	0.7504811043
575	0.7502143011
576	0.749905473
577	0.7496346549
578	0.7493195875
579	0.7491476339
580	0.7489719866
581	0.748762543
582	0.7484941481
583	0.7482678576
584	0.7480244753
585	0.7477977293
586	0.7476515452
587	0.7474665319
588	0.7471815582
589	0.7470053975
590	0.7467386012
591	0.7465316649
592	0.7463296669
593	0.7460464574
594	0.7458191622
595	0.7456905576
596	0.745512404
597	0.7452782717
598	0.7450696884
599	0.7448019548
600	0.7445708247
601	0.7441840515
602	0.7439625009
603	0.7437673619
604	0.7435425915
605	0.7433033478
606	0.7431184795
607	0.7428939668
608	0.7426672444
609	0.7425175701
610	0.7423241186
611	0.7421095132
612	0.7418873425
613	0.7415793387
614	0.7413740538
615	0.7411423827
616	0.7409609076
617	0.7406857277
618	0.740450371
619	0.7402152417
620	0.7399758464
621	0.7397937181
622	0.739535621
623	0.7393137993
624	0.739133288
625	0.738940746
626	0.7387071317
627	0.738494865
628	0.7383403471
629	0.7381289706
630	0.7378364183
631	0.7376088858
632	0.7374056364
633	0.7371950457
634	0.737020716
635	0.7368382821
636	0.7367019108
637	0.7363899681
638	0.7362155492
639	0.7359662657
640	0.7357825951
641	0.7355892241
642	0.7353258217
643	0.7352014898
644	0.7348521863
645	0.734703134
646	0.7345261975
647	0.734337034
648	0.7340315968
649	0.7338432265
650	0.7336174622
651	0.7335204137
652	0.7331852121
653	0.7329808087
654	0.7327503317
655	0.7325427905
656	0.7324134136
657	0.7322387834
658	0.732031804
659	0.7318326633
660	0.7316526319
661	0.7314851416
662	0.7313187061
663	0.7310773632
664	0.7309558038
665	0.7306499945
666	0.7305024607
667	0.7302224735
668	0.7300271293
669	0.7297186504
670	0.7295322539
671	0.7293539505
672	0.729182953
673	0.7289737172
674	0.7286958489
675	0.7285271598
676	0.7282182007
677	0.7280092438
678	0.7278340439
679	0.7276988263
680	0.7273606306
681	0.727140889
682	0.7269282275
683	0.7267482485
684	0.7266028601
685	0.7264571921
686	0.7262703018
687	0.7261616805
688	0.7259557041
689	0.7257389088
690	0.7256081009
691	0.7254297301
692	0.7251554421
693	0.7250067432
694	0.7247250207
695	0.7245355157
696	0.7243903015
697	0.7241898045
698	0.7240174258
699	0.723834276
700	0.7235200749
701	0.723254208
702	0.7229024295
703	0.7227224083
704	0.722514407
705	0.7223439141
706	0.7221707934
707	0.7220030488
708	0.7218198872
709	0.7216118731
710	0.7214331637
711	0.7212193188
712	0.7210205621
713	0.7208307324
714	0.720700957
715	0.7204904698
716	0.7202544588
717	0.7200833481
718	0.7199597635
719	0.7197476557
720	0.719544834
721	0.7193370046
722	0.7190694453
723	0.7189078742
724	0.7186920977
725	0.7185215249
726	0.7183473885
727	0.7181427836
728	0.7179204787
729	0.7177565534
730	0.7175652262
731	0.7173670995
732	0.7172322201
733	0.7170433531
734	0.716894306
735	0.7166895741
736	0.7165383506
737	0.7164313523
738	0.7162286981
739	0.716036684
740	0.7158803211
741	0.7156748053
742	0.7155202812
743	0.7153215377
744	0.7151793955
745	0.714990441
746	0.7146389978
747	0.7144918668
748	0.7142909568
749	0.7141132961
750	0.713916225
751	0.7136890621
752	0.7134683846
753	0.7133138029
754	0.7131325584
755	0.7129345491
756	0.7127680015
757	0.7125778541
758	0.712364883
759	0.7121521143
760	0.7119350468
761	0.7118098869
762	0.7116468819
763	0.7115050267
764	0.7113908277
765	0.711236115
766	0.7110704923
767	0.7109751414
768	0.710783886
769	0.7106330146
770	0.7104502747
771	0.7103167788
772	0.7101255271
773	0.7099495971
774	0.7097740452
775	0.7095528063
776	0.7094579815
777	0.7093263867
778	0.7091315091
779	0.7089347177
780	0.708751757
781	0.7085999936
782	0.7084452244
783	0.7082649494
784	0.7080730918
785	0.707872685
786	0.7076727632
787	0.7075042784
788	0.7073404757
789	0.7071939591
790	0.7070680836
791	0.7069191004
792	0.7067883303
793	0.7066801717
794	0.7064872383
795	0.7063339735
796	0.706155426
797	0.7060067199
798	0.7058996544
799	0.7057475732
800	0.7056629895
801	0.7053967556
802	0.70520863
803	0.7050377714
804	0.7048432589
805	0.7047191902
806	0.7044838708
807	0.7043458355
808	0.7041098441
809	0.703874626
810	0.703731266
811	0.7035816612
812	0.7034643252
813	0.7033051679
814	0.7031986726
815	0.7030496326
816	0.702882081
817	0.702735233
818	0.7025410354
819	0.7024245537
820	0.7023312552
821	0.7022030857
822	0.7020433918
823	0.7018951473
824	0.7016524255
825	0.7015158195
826	0.7013487821
827	0.701188276
828	0.701023587
829	0.7008757456
830	0.7007002913
831	0.7005841426
832	0.7004203029
833	0.7002669853
834	0.7001054525
835	0.6998907827
836	0.6998001222
837	0.699612361
838	0.6994597545
839	0.699219543
840	0.6990585865
841	0.6989306506
842	0.6988011404
843	0.6986694904
844	0.6985563153
845	0.6982942124
846	0.6981311594
847	0.6980268591
848	0.697932093
849	0.6977585065
850	0.6976254927
851	0.6974379349
852	0.6972245239
853	0.6970604552
854	0.6968959667
855	0.6967800832
856	0.6966650619
857	0.6965509116
858	0.6964821989
859	0.696317515
860	0.6962186201
861	0.696090427
862	0.6958814542
863	0.6957670041
864	0.6956453804
865	0.6955229918
866	0.6953528897
867	0.6951803066
868	0.6950526005
869	0.694912848
870	0.6948210489
871	0.694659649
872	0.6945272928
873	0.6943346885
874	0.6942396717
875	0.6941229713
876	0.6940066015
877	0.6938997118
878	0.6937778562
879	0.693672244
880	0.6934897517
881	0.6934009326
882	0.6932520439
883	0.6931345854
884	0.6930424688
885	0.6928677447
886	0.6926966781
887	0.6923849157
888	0.692289836
889	0.692198364
890	0.6920270309
891	0.6919329848
892	0.6917414934
893	0.69164621
894	0.691491363
895	0.6913000245
896	0.6911743068
897	0.6910563821
898	0.6908405048
899	0.6907433413
900	0.6906088844
901	0.6904539415
902	0.6902297775
903	0.6901030047
904	0.6900047352
905	0.6898344563
906	0.6897481012
907	0.689601704
908	0.6894314954
909	0.6892958248
910	0.6891398387
911	0.6889955868
912	0.6888519107
913	0.6887265843
914	0.6885810547
915	0.6884225237
916	0.6882660034
917	0.6881272505
918	0.687994323
919	0.6878552484
920	0.6877105709
921	0.687536517
922	0.6874244199
923	0.6872740536
924	0.6871718718
925	0.6869418048
926	0.6868340945
927	0.6866942212
928	0.68658353
929	0.6863515306
930	0.6862127075
931	0.6860835586
932	0.6858353936
933	0.6857291506
934	0.6856348643
935	0.6854784616
936	0.685327454
937	0.6852423851
938	0.6851367925
939	0.6849813641
940	0.6847002999
941	0.6845447045
942	0.684436052
943	0.6842736471
944	0.6841310719
945	0.6839665823
946	0.6838162536
947	0.6836771186
948	0.6835439492
949	0.6833842204
950	0.6832585218
951	0.6831492706
952	0.6829543091
953	0.682778627
954	0.6825787606
955	0.6824326983
956	0.682330422
957	0.6822011848
958	0.6820927243
959	0.6819713763
960	0.6818290545
961	0.6816775336
962	0.6815895868
963	0.6813444584
964	0.6811503733
965	0.6809475395
966	0.6808494666
967	0.6807522798
968	0.6806376482
969	0.6804534169
970	0.6803657842
971	0.6802018786
972	0.6801180386
973	0.6799832138
974	0.679863938
975	0.6797635182
976	0.6796474602
977	0.6795688826
978	0.6794685588
979	0.6793645476
980	0.6792387915
981	0.6790949915
982	0.6789835384
983	0.6787477649
984	0.6786593724
985	0.6785398089
986	0.678405102
987	0.6782681971
988	0.6781389217
989	0.6779992066
990	0.6778708111
991	0.6777752426
992	0.6776568851
993	0.6775502716
994	0.6773847762
995	0.6772538982
996	0.6770853057
997	0.676748701
998	0.6765506079
999	0.6764540417
