iter	MultiClass
384	0.9663414889
385	0.9660868417
386	0.9658346427
387	0.9655785825
388	0.9653155781
389	0.965070671
390	0.9648452671
391	0.964617024
392	0.9643776594
393	0.9641130491
394	0.9638570315
395	0.9635799425
396	0.9633277328
397	0.9630736058
398	0.9628501234
399	0.9625795614
400	0.9623232005
401	0.9620649834
402	0.961846217
403	0.961609835
404	0.9613815319
405	0.9611224337
406	0.9608955371
407	0.960603741
408	0.9603924985
409	0.960171255
410	0.9599057529
411	0.9596767342
412	0.9594622707
413	0.9592527463
414	0.9590141125
415	0.9587728263
416	0.9585228851
417	0.9582896874
418	0.9580164581
419	0.9577637143
420	0.9575389776
421	0.9573176475
422	0.9570938254
423	0.9568588911
424	0.9566177062
425	0.9564190527
426	0.9561772035
427	0.9559415058
428	0.9557010548
429	0.9554450165
430	0.9552220083
431	0.9549598678
432	0.9547705522
433	0.9545626299
434	0.9543104366
435	0.9540656304
436	0.953842891
437	0.9536221523
438	0.9534077287
439	0.9531903397
440	0.9529607883
441	0.9526946145
442	0.9524887204
443	0.9522427764
444	0.9519931339
445	0.9517778771
446	0.9515808873
447	0.95139775
448	0.9511838601
449	0.9509757167
450	0.9507704627
451	0.9505730683
452	0.950362624
453	0.9501493316
454	0.9498964404
455	0.9496819497
456	0.9494430349
457	0.949223319
458	0.9490144754
459	0.9487564837
460	0.9485274416
461	0.9483305358
462	0.9481100801
463	0.9478835902
464	0.9476899765
465	0.947497996
466	0.9472734604
467	0.9470441959
468	0.9468252164
469	0.9466021299
470	0.9463857947
471	0.9461719252
472	0.9459465681
473	0.9457061143
474	0.9454558249
475	0.9452393034
476	0.9450229946
477	0.9447980238
478	0.9446063733
479	0.9443812959
480	0.9441613583
481	0.9439286392
482	0.9437016459
483	0.9434739906
484	0.943244499
485	0.9430189448
486	0.9427890326
487	0.9425761338
488	0.9423607822
489	0.9421624286
490	0.9419614785
491	0.9417615874
492	0.9415562935
493	0.9413198943
494	0.9410955055
495	0.9408693038
496	0.9406618723
497	0.9404370319
498	0.940213012
499	0.9400080059
500	0.9398008637
501	0.9395845058
502	0.9393825149
503	0.9391490551
504	0.9389123575
505	0.9387030116
506	0.9384884237
507	0.9383025148
508	0.9380828397
509	0.9378847763
510	0.9376841102
511	0.9374958652
512	0.9373100523
513	0.9370963997
514	0.9368561305
515	0.9366439389
516	0.9364238945
517	0.9362417491
518	0.9360207419
519	0.9358032022
520	0.9355730951
521	0.9353687732
522	0.9351790595
523	0.9349616764
524	0.9347635054
525	0.9345495454
526	0.9343178569
527	0.9341034529
528	0.9339263465
529	0.9337164034
530	0.9335202697
531	0.9333377222
532	0.9331321139
533	0.9329207821
534	0.9327136665
535	0.9324745251
536	0.9322927946
537	0.9320996041
538	0.9318895385
539	0.9316854997
540	0.9314912006
541	0.9312478707
542	0.9310429987
543	0.9308412579
544	0.9306237209
545	0.9304227119
546	0.9302164901
547	0.9300369455
548	0.929837288
549	0.9296689635
550	0.9294614422
551	0.9292943944
552	0.9290956807
553	0.9289088944
554	0.9287050403
555	0.9285080422
556	0.9283292969
557	0.9281307591
558	0.9279466051
559	0.9277616019
560	0.927577275
561	0.9273862202
562	0.9271784331
563	0.9269921349
564	0.9267880085
565	0.9266025178
566	0.9264410423
567	0.9262320947
568	0.9260507612
569	0.9258536564
570	0.9256468732
571	0.9254493391
572	0.9252395869
573	0.9250458592
574	0.9248692349
575	0.9246756296
576	0.9244868506
577	0.9242696125
578	0.9240522397
579	0.9238609204
580	0.9236613675
581	0.9235023805
582	0.92328576
583	0.9231055231
584	0.9229304219
585	0.9227393309
586	0.9225453557
587	0.9223497203
588	0.922171038
589	0.9219738304
590	0.9217945219
591	0.9216338079
592	0.9214471744
593	0.9212916175
594	0.9211233279
595	0.9209378605
596	0.9207662041
597	0.9205787876
598	0.9203843417
599	0.9202019241
600	0.9200197037
601	0.9198306959
602	0.9196545503
603	0.9194381275
604	0.9192632144
605	0.9190962928
606	0.9188902895
607	0.9186859361
608	0.9185028869
609	0.9183224984
610	0.9181517752
611	0.9179707885
612	0.9177857554
613	0.917589984
614	0.917404884
615	0.9172296697
616	0.9170580188
617	0.9168567506
618	0.9166521785
619	0.9164824115
620	0.9163122265
621	0.9161698944
622	0.9160169072
623	0.915843516
624	0.9156602683
625	0.9154641203
626	0.9152817191
627	0.9151088293
628	0.9149211529
629	0.9147415047
630	0.9145505164
631	0.9143718956
632	0.9141708927
633	0.9139994442
634	0.9138394878
635	0.9136831319
636	0.9135286168
637	0.9133475193
638	0.9131334272
639	0.9129611764
640	0.9127898875
641	0.9126371112
642	0.9124587667
643	0.9122886794
644	0.91210889
645	0.9119284363
646	0.9117525288
647	0.9115682913
648	0.9113816794
649	0.9112283803
650	0.9110545244
651	0.9108740629
652	0.9106730075
653	0.9104960234
654	0.9103031463
655	0.9101019669
656	0.9099467861
657	0.9097772129
658	0.909614776
659	0.9094447072
660	0.9092738932
661	0.90912462
662	0.9089713108
663	0.908817053
664	0.9086328421
665	0.9084663413
666	0.9082687216
667	0.9081020422
668	0.9079448463
669	0.9077858057
670	0.9076086158
671	0.907425989
672	0.9072330174
673	0.9070924535
674	0.9069116519
675	0.9067488485
676	0.9065655331
677	0.906409232
678	0.9062297734
679	0.9060536087
680	0.905898085
681	0.9057409125
682	0.9055662722
683	0.905393592
684	0.9052261761
685	0.905068133
686	0.9049120273
687	0.9047409766
688	0.9045838663
689	0.9043965924
690	0.9042504831
691	0.904073785
692	0.9039056638
693	0.9037740048
694	0.9036169785
695	0.9034634467
696	0.9032865873
697	0.903103723
698	0.9029539774
699	0.9027870157
700	0.9026266952
701	0.9024550614
702	0.9023000222
703	0.9021216811
704	0.9019873301
705	0.9018292585
706	0.9016836174
707	0.901521833
708	0.9013977381
709	0.9012629109
710	0.901112457
711	0.9009672153
712	0.9007967036
713	0.9006115247
714	0.9004475112
715	0.9003010912
716	0.9001568834
717	0.9000000829
718	0.8998459505
719	0.8996901779
720	0.8995272908
721	0.8993559468
722	0.899210842
723	0.8990466946
724	0.898870952
725	0.8987372284
726	0.8985629601
727	0.8983773464
728	0.8982335808
729	0.8980783425
730	0.8979227616
731	0.8977841213
732	0.8976148
733	0.8974510933
734	0.897258195
735	0.8970865413
736	0.8969262916
737	0.8967544576
738	0.8965770391
739	0.8964118481
740	0.8962414645
741	0.8960865816
742	0.8959251769
743	0.8957792143
744	0.895611029
745	0.8954550896
746	0.8952896256
747	0.8951494405
748	0.8950011349
749	0.894864802
750	0.8946662255
751	0.8945257891
752	0.894369536
753	0.8942151191
754	0.8940607704
755	0.8939020798
756	0.893743793
757	0.8935898889
758	0.8934221173
759	0.8932838008
760	0.8931279383
761	0.8929621455
762	0.8928006305
763	0.8926701106
764	0.8924978396
765	0.8923390083
766	0.8921884594
767	0.892018744
768	0.8918673113
769	0.8917319811
770	0.8915575206
771	0.8913882176
772	0.891222794
773	0.8910991848
774	0.8909658022
775	0.8908009041
776	0.8906488709
777	0.8905035459
778	0.8903562729
779	0.8901920508
780	0.8900401296
781	0.8898980926
782	0.8897547745
783	0.8896047858
784	0.889460709
785	0.8893086545
786	0.8891685096
787	0.8890120944
788	0.8888587268
789	0.8887187908
790	0.8885525794
791	0.888412133
792	0.8882743983
793	0.8881089476
794	0.8879570856
795	0.8878182324
796	0.8876763718
797	0.887532978
798	0.8873875344
799	0.8872519945
800	0.887108609
801	0.8869751511
802	0.8868301744
803	0.886686208
804	0.8865313126
805	0.8863867923
806	0.8862382873
807	0.8861066423
808	0.8859543801
809	0.8858285633
810	0.8856835594
811	0.8855310178
812	0.8854076318
813	0.885259018
814	0.8850966258
815	0.8849292341
816	0.8847804525
817	0.8846592961
818	0.8845160915
819	0.8843599031
820	0.8842059083
821	0.8840570117
822	0.8839188259
823	0.8837744462
824	0.8836375396
825	0.8835086021
826	0.8833687908
827	0.8832199839
828	0.8830801222
829	0.8829388729
830	0.8828158986
831	0.8826715023
832	0.8825320602
833	0.8823852446
834	0.882221766
835	0.8820565268
836	0.8819298807
837	0.8817845918
838	0.881643724
839	0.881497213
840	0.8813576873
841	0.8812312141
842	0.8810900317
843	0.8809525824
844	0.8808104489
845	0.8806888498
846	0.8805506525
847	0.8804336232
848	0.8802902584
849	0.8801816741
850	0.8800450947
851	0.8798918382
852	0.8797631759
853	0.8796235462
854	0.8795061278
855	0.8793658493
856	0.8792240934
857	0.8790931899
858	0.8789563121
859	0.8788300159
860	0.8786907555
861	0.8785537584
862	0.8783836608
863	0.8782465258
864	0.8781367608
865	0.877984573
866	0.8778474324
867	0.8777130063
868	0.8776014857
869	0.8774891075
870	0.8773576791
871	0.8772291845
872	0.8770814493
873	0.8769594909
874	0.8768305687
875	0.8766820986
876	0.8765667728
877	0.8764292716
878	0.8762914416
879	0.8761676612
880	0.8760438717
881	0.8759023184
882	0.875761885
883	0.8756395978
884	0.875512946
885	0.8753871396
886	0.8752362666
887	0.8750875789
888	0.8749376397
889	0.8748057869
890	0.8746708098
891	0.8745438015
892	0.8744181942
893	0.8742879301
894	0.8741482518
895	0.8740108052
896	0.8738962401
897	0.8737712553
898	0.873648313
899	0.873517277
900	0.8733685914
901	0.8732023965
902	0.8730819832
903	0.8729392418
904	0.8728157833
905	0.8726950336
906	0.8725395219
907	0.8724202057
908	0.8722841889
909	0.8721395878
910	0.8720462138
911	0.8719219945
912	0.8717917939
913	0.8716521437
914	0.8715242125
915	0.8714235106
916	0.871275532
917	0.8711168885
918	0.8709775026
919	0.8708514073
920	0.8707160649
921	0.8705592856
922	0.8704283456
923	0.8702874916
924	0.8701806035
925	0.8700669006
926	0.8699327866
927	0.8697918052
928	0.8696752893
929	0.8695655369
930	0.8694461351
931	0.8693154889
932	0.8691859098
933	0.8690483096
934	0.8689042743
935	0.8687749019
936	0.8686299903
937	0.8684878114
938	0.8683707151
939	0.8682409741
940	0.8680983496
941	0.8679667765
942	0.8678611219
943	0.8677518878
944	0.8676288966
945	0.8675014536
946	0.8673733373
947	0.867261873
948	0.8671526258
949	0.8670111836
950	0.8668851292
951	0.8667639758
952	0.8666457935
953	0.8665186791
954	0.8664013834
955	0.8662758422
956	0.8661460031
957	0.8660039781
958	0.8658998415
959	0.8657752316
960	0.8656520716
961	0.865531846
962	0.8653884097
963	0.8652696847
964	0.8651505118
965	0.8650540305
966	0.8649217719
967	0.8648113099
968	0.8647082849
969	0.8645834873
970	0.8644529276
971	0.8643415899
972	0.864233102
973	0.8641011707
974	0.8639701193
975	0.8638493223
976	0.8637393179
977	0.8636286868
978	0.8635339916
979	0.8633989245
980	0.86329873
981	0.8632007707
982	0.8630932961
983	0.862991348
984	0.8628581483
985	0.8627345884
986	0.8626239816
987	0.8625051131
988	0.8623844014
989	0.8622660999
990	0.8621640137
991	0.8620674067
992	0.8619509983
993	0.8618471214
994	0.8617206681
995	0.861617034
996	0.8614807634
997	0.8613591349
998	0.8612473503
999	0.8611362014
1000	0.8610189317
1001	0.8608952711
1002	0.8607741243
1003	0.8606674406
1004	0.8605690177
1005	0.8604472864
1006	0.8603354363
1007	0.8601847298
1008	0.86007198
1009	0.8599699463
1010	0.8598554167
1011	0.8597470268
1012	0.8596408129
1013	0.8595200488
1014	0.8593996079
1015	0.8592946245
1016	0.85916657
1017	0.8590398778
1018	0.8589227186
1019	0.8588359174
1020	0.8587251037
1021	0.8585975437
1022	0.8584940076
1023	0.8583973096
1024	0.8582769865
1025	0.8581404268
1026	0.8580188609
1027	0.8578992905
1028	0.8577905078
1029	0.8576802647
1030	0.857574272
1031	0.8574720788
1032	0.8573648158
1033	0.8572558774
1034	0.8571221118
1035	0.8569913754
1036	0.8568823952
1037	0.8567741286
1038	0.8566479073
1039	0.8565374646
1040	0.8564289098
1041	0.8563076569
1042	0.8561702111
1043	0.8560853564
1044	0.8559702317
1045	0.8558490189
1046	0.8557208704
1047	0.8556107762
1048	0.8555052969
1049	0.8553856453
1050	0.8552776833
1051	0.8551667624
1052	0.8550510688
1053	0.8549383733
1054	0.8548273984
1055	0.8547389653
1056	0.8546174133
1057	0.8544978038
1058	0.8543884613
1059	0.8542851038
1060	0.8541507293
1061	0.8540275641
1062	0.8539082687
1063	0.853786662
1064	0.8536819018
1065	0.8535621611
1066	0.8534574027
1067	0.8533401679
1068	0.8532363017
1069	0.8531224467
1070	0.8530145046
1071	0.8529123592
1072	0.8528187421
1073	0.8527163258
1074	0.8525772438
1075	0.8524722872
1076	0.8523642389
1077	0.852263241
1078	0.8521616755
1079	0.852050397
1080	0.8519523304
1081	0.8518340291
1082	0.851727896
1083	0.8516206687
1084	0.851533766
1085	0.8514240547
1086	0.8513238111
1087	0.8512143861
1088	0.8511102118
1089	0.8510040515
1090	0.8508883876
1091	0.8507949095
1092	0.8507011912
1093	0.8505973137
1094	0.8504709392
1095	0.8503702164
1096	0.8502534934
1097	0.8501460197
1098	0.8500353392
1099	0.8499209717
1100	0.8498135168
1101	0.8497211179
1102	0.8496202322
1103	0.8494973193
1104	0.8493855262
1105	0.8493099531
1106	0.849192839
1107	0.8490960881
1108	0.848990196
1109	0.8488816826
1110	0.8487750375
1111	0.8486766442
1112	0.8485700139
1113	0.8484504647
1114	0.8483465168
1115	0.8482401872
1116	0.8481298758
1117	0.8480248313
1118	0.8479187105
1119	0.8478108317
1120	0.847704984
1121	0.8476010378
1122	0.8475049766
1123	0.8473937109
1124	0.8472874094
1125	0.8471823088
1126	0.8470708931
1127	0.8469750035
1128	0.8468718601
1129	0.8467486273
1130	0.8466564693
1131	0.846544784
1132	0.8464564338
1133	0.8463523874
1134	0.8462345913
1135	0.8461270589
1136	0.8460296337
1137	0.845936872
1138	0.8458381153
1139	0.8457010538
1140	0.845599685
1141	0.8454813272
1142	0.8453977544
1143	0.8452927583
1144	0.8452029688
1145	0.8450893076
1146	0.8449853418
1147	0.8448861731
1148	0.8448020156
1149	0.8447135571
1150	0.8446115263
1151	0.8445177941
1152	0.8444213168
1153	0.8443171219
1154	0.8442193859
1155	0.8441076246
1156	0.8440089167
1157	0.8439168895
1158	0.8438355684
1159	0.8437453349
1160	0.843643475
1161	0.8435462849
1162	0.8434578838
1163	0.8433539846
1164	0.8432629349
1165	0.8431634011
1166	0.843058888
1167	0.8429682905
1168	0.8428756868
1169	0.8427615914
1170	0.8426571287
1171	0.8425720312
1172	0.8424768044
1173	0.8423991425
1174	0.8422881513
1175	0.8421880795
1176	0.8420952779
1177	0.8420129486
1178	0.841932122
1179	0.8418408752
1180	0.8417431867
1181	0.8416552733
1182	0.8415642734
1183	0.8414388495
1184	0.8413421573
1185	0.841242863
1186	0.8411406233
1187	0.8410412543
1188	0.8409180705
1189	0.8408230446
1190	0.840713696
1191	0.8406161667
1192	0.84052644
1193	0.8404386695
1194	0.8403354289
1195	0.8402513993
1196	0.8401579031
1197	0.8400625105
1198	0.839975338
1199	0.8398663995
1200	0.8397784395
1201	0.8397049435
1202	0.8396108546
1203	0.839495466
1204	0.8394126788
1205	0.8393302348
1206	0.8392437203
1207	0.8391650344
1208	0.8390608923
1209	0.8389641976
1210	0.8388844219
1211	0.8387714371
1212	0.8387013488
1213	0.8386089311
1214	0.8384960676
1215	0.8383936581
1216	0.8383175216
1217	0.8382338664
1218	0.8381430013
1219	0.8380297492
1220	0.8379510871
1221	0.8378652128
1222	0.8377828024
1223	0.8376877809
1224	0.8376015016
1225	0.8375098093
1226	0.8374172635
1227	0.8373210044
1228	0.8372286548
1229	0.8371266142
1230	0.8370483136
1231	0.8369485185
1232	0.8368635093
1233	0.8367683991
1234	0.8366776044
1235	0.8365819525
1236	0.8365034858
1237	0.8364163636
1238	0.8363274758
1239	0.836251943
1240	0.8361548697
1241	0.8360654747
1242	0.8359837344
1243	0.8358949478
1244	0.8357882436
1245	0.835703258
1246	0.8356134432
1247	0.8355251848
1248	0.8354494108
1249	0.8353835846
1250	0.8353001433
1251	0.8352140509
1252	0.8351097381
1253	0.8350268199
1254	0.8349300434
1255	0.8348307645
1256	0.8347424959
1257	0.834636456
1258	0.8345400449
1259	0.8344314066
1260	0.8343574469
1261	0.8342635124
1262	0.834156108
1263	0.8340891965
1264	0.8339976486
1265	0.8339153667
1266	0.8338300119
1267	0.8337466207
1268	0.8336278739
1269	0.8335244675
1270	0.8334582134
1271	0.8333603102
1272	0.833263904
1273	0.8331957746
1274	0.8331076705
1275	0.833023686
1276	0.8329218386
1277	0.8328330847
1278	0.8327493805
1279	0.8326440528
1280	0.8325219638
1281	0.832441295
1282	0.8323567686
1283	0.8322549962
1284	0.8321828641
1285	0.8320999233
1286	0.8320105537
1287	0.8319098024
1288	0.8318088922
1289	0.831723833
1290	0.8316120775
1291	0.831518364
1292	0.8314246267
1293	0.8313549553
1294	0.8312594133
1295	0.8311571946
1296	0.8310569952
1297	0.8309670676
1298	0.8308657414
1299	0.8307807328
1300	0.8306869251
1301	0.8306069753
1302	0.8305355643
1303	0.8304471476
1304	0.830372178
1305	0.8302994126
1306	0.8302170031
1307	0.830126204
1308	0.8300398234
1309	0.8299760115
1310	0.8298873058
1311	0.8298193847
1312	0.8297271962
1313	0.8296274093
1314	0.8295516351
1315	0.8294557069
1316	0.8293542855
1317	0.8292804186
1318	0.8292012224
1319	0.8291091211
1320	0.8290350609
1321	0.8289444724
1322	0.8288457419
1323	0.8287660665
1324	0.8286765335
1325	0.8285735995
1326	0.8285026893
1327	0.8284095595
1328	0.8283281065
1329	0.828242741
1330	0.8281761174
1331	0.8280771954
1332	0.8279915181
1333	0.8278860343
1334	0.8277909225
1335	0.827717304
1336	0.8276254268
1337	0.8275364374
1338	0.8274563684
1339	0.8273611497
1340	0.8272967627
1341	0.8272195237
1342	0.8271195091
1343	0.8270399865
1344	0.8269433904
1345	0.8268646251
1346	0.8267961016
1347	0.826711913
1348	0.8266319807
1349	0.826559038
1350	0.8264884335
1351	0.8264142744
1352	0.8263318859
1353	0.8262351072
1354	0.8261621117
1355	0.8260845975
1356	0.8260161904
1357	0.8259386847
1358	0.8258603058
1359	0.8257836002
1360	0.825720149
1361	0.8256538352
1362	0.825581704
1363	0.825496389
1364	0.8254178099
1365	0.8253354822
1366	0.8252581393
1367	0.8251848352
1368	0.8251102845
1369	0.8250446152
1370	0.8249662223
1371	0.8248998173
1372	0.8248264699
1373	0.8247414516
1374	0.8246490586
1375	0.8245738559
1376	0.8244775592
1377	0.8243987112
1378	0.8243042918
1379	0.8242297191
1380	0.8241445869
1381	0.8240803972
1382	0.8239976247
1383	0.823905719
1384	0.8238329332
1385	0.8237539524
1386	0.8236767966
1387	0.8235784454
1388	0.8235001459
1389	0.8234361582
1390	0.8233757392
1391	0.8232866354
1392	0.8232179524
1393	0.8231584703
1394	0.8230707701
1395	0.8230023132
1396	0.8229258509
1397	0.8228357553
1398	0.8227583418
1399	0.8226892206
1400	0.8226036588
1401	0.8225308199
1402	0.822450159
1403	0.8223761536
1404	0.8222769537
1405	0.8221957819
1406	0.8221013496
1407	0.8220291632
1408	0.8219627755
1409	0.8218894863
1410	0.8218117784
1411	0.8217301856
1412	0.8216534721
1413	0.8215614315
1414	0.821487227
1415	0.8214117814
1416	0.821323401
1417	0.8212542056
1418	0.8211789777
1419	0.821088832
1420	0.8209881595
1421	0.8209155402
1422	0.820833596
1423	0.8207699089
1424	0.820707604
1425	0.8206306719
1426	0.820555162
1427	0.820482758
1428	0.8204011165
1429	0.8203233285
1430	0.8202463063
1431	0.8201599494
1432	0.820066711
1433	0.8199999895
1434	0.8199402465
1435	0.8198446725
1436	0.8197493691
1437	0.8196688983
1438	0.8195856831
1439	0.8194994363
1440	0.8194170492
1441	0.8193375125
1442	0.8192467691
1443	0.8191826899
1444	0.819118871
1445	0.8190465328
1446	0.818957927
1447	0.8188814162
1448	0.818809874
1449	0.818734134
1450	0.8186445718
1451	0.8185574702
1452	0.8184728996
1453	0.8183964084
1454	0.8183348403
1455	0.818261393
1456	0.8181857466
1457	0.8181125312
1458	0.8180326114
1459	0.8179574555
1460	0.8178849243
1461	0.8178043508
1462	0.8177088479
1463	0.8176445354
1464	0.8175611695
1465	0.8174719729
1466	0.8174135542
1467	0.8173329472
1468	0.8172452118
1469	0.8171722258
1470	0.8170986953
1471	0.8170052968
1472	0.8169340691
1473	0.8168467998
1474	0.8167596366
1475	0.8166828676
1476	0.8165867099
1477	0.8165008949
1478	0.8164048827
1479	0.8163328526
1480	0.8162566019
1481	0.8161836259
1482	0.8161088078
1483	0.8160366145
1484	0.8159693688
1485	0.8158865999
1486	0.8158300506
1487	0.8157730471
1488	0.8157011167
1489	0.8156363705
1490	0.815556078
1491	0.815490537
1492	0.8154085709
1493	0.8153699149
1494	0.815296445
1495	0.8152419495
1496	0.8151733352
1497	0.8150684982
1498	0.8149757488
1499	0.8148919901
1500	0.8148151785
1501	0.8147473948
1502	0.8146767215
1503	0.8145947487
1504	0.8145255788
1505	0.8144392392
1506	0.8143695907
1507	0.814284102
1508	0.8142168206
1509	0.8141178937
1510	0.8140471092
1511	0.813969952
1512	0.8139147352
1513	0.8138390517
1514	0.8137492721
1515	0.8136760771
1516	0.8136008434
1517	0.8135133331
1518	0.813439259
1519	0.8133666221
1520	0.8133004434
1521	0.813228098
1522	0.8131490108
1523	0.8130791192
1524	0.8130098867
1525	0.8129405848
1526	0.8128600594
1527	0.812801719
1528	0.8127348229
1529	0.8126499097
1530	0.8125660764
1531	0.8125024154
1532	0.8124299353
1533	0.8123514923
1534	0.8122890845
1535	0.8122171594
1536	0.8121548199
1537	0.8120582229
