symbol,Returns,variance,VaR_95,max_drawdown,Sharpe,Close,Log_Variances,Volatility,Cluster_labels
BXP,0.027179019757500953,0.08189880049183891,0.031208834280028436,0.3355874494857073,0.025085708884486392,58.849998474121094,0.07871764600557125,0.28617966470704886,0
C,0.824083579756706,0.08024965188824658,0.02357521171606582,0.1476124839508098,2.8384393234470777,132.86000061035156,0.07719217357875113,0.28328369506247014,0
CAG,-0.4363384450712776,0.07451250734523009,0.02635347743182,0.4054224643710718,-1.6717543788475806,14.755000114440918,0.07186707718645595,0.2729697920012947,0
CAH,0.5311268130112686,0.08356708466966513,0.0205804933661439,0.12879566006803006,1.7681171565377394,210.9499969482422,0.08025845486274406,0.2890797202670314,0
CARR,0.1371209242682686,0.12001886404152225,0.03146080620555339,0.37379363482216654,0.33807241426408385,61.90999984741211,0.11334552805937952,0.346437388342428,2
CAT,1.0976595391884767,0.10089261072016326,0.025533184064789965,0.13880000945060514,3.392750299470402,796.6099853515625,0.09612131503623567,0.3176359720185408,0
CB,0.19197812597546948,0.032010084341042515,0.015881800881356333,0.11017617481791002,0.9612355029499907,331.07000732421875,0.03150843865992576,0.1789136225697823,3
CBOE,0.38953911863134516,0.047182954217471755,0.022195183531472335,0.10324210305143697,1.7012488864550341,306.55499267578125,0.04610365799584783,0.21721637649466433,3
CBRE,0.3195815244148227,0.09153930739469741,0.021783835126329164,0.23215428119687082,0.9901733088000685,151.53500366210938,0.08758890863126063,0.3025546353878873,0
CCEP,0.1444575833159894,0.04621143765306443,0.020732077180735976,0.17893690194352285,0.5789574193973566,97.22000122070312,0.04517548446301771,0.21496845734447748,3
CCI,-0.06667424750072404,0.06631691843064907,0.023974976237174057,0.3000454641149217,-0.3365719439181941,88.31929779052734,0.06421057839896246,0.2575207145661278,0
CCL,0.6314175618784001,0.21073288551976518,0.03680752421676546,0.29301063660544147,1.3319004079952608,28.950000762939453,0.1912258667643885,0.45905651669458436,4
CDNS,0.3109774504939856,0.13988640919214176,0.03158960189585061,0.28848057654250403,0.777985626262868,319.56500244140625,0.13092861638237918,0.3740139157733864,2
CDW,-0.020455919219859203,0.09687267793469963,0.03213707789588575,0.39487850256498264,-0.12998146296171878,136.3488006591797,0.09246311068724275,0.31124375967190027,0
CEG,0.5277832736480397,0.21053607306153138,0.04291309071176118,0.3876878554667123,1.1066623425599842,291.3800048828125,0.19106329708540284,0.4588421003586434,4
CF,0.5425009510380071,0.1541369880054152,0.03641285968175098,0.24867966380068093,1.3308639193188456,116.54000091552734,0.14335286815118808,0.3926028374902749,2
CFG,0.7103656298322226,0.07295795114090736,0.022043261568444553,0.18320614876310778,2.555894050462814,64.88500213623047,0.07041927475478495,0.27010729560844404,0
CHD,-0.028818859638045084,0.047307151462555146,0.01900704227464085,0.20729791875557987,-0.22445238851198168,96.66000366210938,0.046222252249305644,0.21750207231784055,3
